"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",9,44000000,"１ＬＤＫ",35,"2012年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",4,48000000,"１ＬＤＫ",35,"2001年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","中野","中野(東京)",10,60000000,"３ＬＤＫ",55,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","沼袋","沼袋",9,36000000,"２ＤＫ",40,"2013年","ＲＣ","住宅","","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","沼袋","沼袋",8,20000000,"１Ｋ",20,"2006年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","沼袋","沼袋",9,20000000,"１Ｋ",25,"2013年","ＲＣ","住宅","その他","近隣商業",80,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","野方","高円寺",10,22000000,"１Ｋ",20,"2008年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","野方","高円寺",11,24000000,"１Ｋ",20,"2004年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","野方","野方",7,8800000,"１Ｋ",20,"","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","野方","野方",8,12000000,"１Ｋ",15,"1994年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","野方","野方",5,26000000,"１Ｋ",25,"2015年","ＲＣ","その他","その他","近隣商業",80,500,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",10,37000000,"２ＬＤＫ",60,"1994年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",1,70000000,"２ＬＤＫ",50,"2011年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",0,7800000,"１Ｋ",15,"1975年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",9,94000000,"４ＬＤＫ",90,"","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",9,47000000,"",50,"1974年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",10,33000000,"３ＤＫ",50,"1974年","ＳＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",2,96000000,"３ＬＤＫ",70,"2012年","ＲＣ","","その他","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",1,14000000,"１Ｋ",15,"1975年","ＳＲＣ","住宅","事務所","商業",80,500,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",3,57000000,"２ＬＤＫ",55,"2012年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","東中野","東中野",2,37000000,"１ＤＫ",30,"2010年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","新中野",3,62000000,"３ＬＤＫ",60,"2015年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","新中野",1,35000000,"２ＤＫ",35,"","","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野坂上",0,14000000,"１ＤＫ",40,"1971年","ＳＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野坂上",2,25000000,"１Ｋ",20,"2000年","","住宅","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野坂上",6,42000000,"３ＬＤＫ",70,"1972年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野坂上",7,71000000,"２ＬＤＫ",50,"2019年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野新橋",4,39000000,"１ＬＤＫ",40,"2010年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野新橋",2,16000000,"１Ｋ",20,"1995年","ＳＲＣ","住宅","住宅","商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野新橋",5,37000000,"１Ｋ",30,"2017年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野新橋",6,26000000,"１ＤＫ",35,"1998年","ＲＣ","その他","その他","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","本町","中野富士見町",6,6000000,"１Ｋ",15,"1992年","ＳＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","松が丘","新井薬師前",10,57000000,"２ＬＤＫ",65,"2003年","ＲＣ","住宅","住宅","１低住専",60,150,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","松が丘","新井薬師前",9,47000000,"３ＬＤＫ",70,"2000年","ＲＣ","住宅","住宅","１種住居",60,300,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","南台","笹塚",12,69000000,"３ＬＤＫ",65,"2017年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","南台","中野新橋",11,12000000,"１Ｋ",15,"1993年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","南台","中野富士見町",14,45000000,"１ＬＤＫ",40,"2018年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","南台","西新宿五丁目",8,77000000,"２ＬＤＫ",65,"2016年","ＲＣ","住宅","住宅","商業",80,500,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","大和町","高円寺",9,4000000,"",15,"1988年","ＲＣ","住宅","その他","１低住専",60,150,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","大和町","高円寺",7,53000000,"２ＬＤＫ",55,"1999年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","大和町","野方",7,23000000,"１Ｋ",20,"","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","大和町","野方",10,17000000,"１Ｋ",20,"1999年","ＲＣ","住宅","住宅","近隣商業",80,300,"2021年第3四半期","改装済み",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","中野新橋",3,13000000,"１Ｋ",15,"1983年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","中野新橋",5,26000000,"１Ｒ",15,"2013年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","中野新橋",5,25000000,"１Ｋ",15,"2013年","ＲＣ","住宅","住宅","１種住居",60,200,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","中野富士見町",5,59000000,"１ＬＤＫ",55,"2015年","ＲＣ","住宅","住宅","近隣商業",80,400,"2021年第3四半期","",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","中野富士見町",7,45000000,"２ＬＤＫ",40,"2013年","ＲＣ","住宅","その他","近隣商業",80,400,"2021年第3四半期","未改装",""
"中古マンション等","不動産取引価格情報","13114","東京都","中野区","弥生町","西新宿五丁目",8,32000000,"１ＤＫ",30,"2014年","ＲＣ","住宅","住宅","１中住専",60,200,"2021年第3四半期","未改装",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","井草","井荻",9,60000000,"３ＬＤＫ",80,"2007年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","井草","井荻",9,54000000,"３ＬＤＫ",75,"2007年","ＲＣ","","","１中住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","井草","井荻",4,9500000,"１Ｒ",20,"1991年","ＲＣ","","","","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","今川","上井草",10,42000000,"３ＬＤＫ＋Ｓ",90,"2000年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","永福","西永福",4,12000000,"１Ｒ",35,"1974年","ＳＲＣ","","","近隣商業","","","2021年第3四半期","",""
"中古マンション等","成約価格情報","13115","東京都","杉並区","永福","永福町",5,11000000,"１Ｋ",20,"1987年","ＲＣ","","","１低住専","","","2021年第3四半期","",""
